Year,Region,Country,Brand,EV_Sales,Charging_Stations,Market_Share
2019,Europe,UK,Rivian,69931,13978,11.58
2017,Africa,Egypt,Hyundai,80489,13486,7.71
2020,North America,Mexico,Kia,5297,305,21.73
2022,Africa,Egypt,Hyundai,46309,4289,21.27
2023,North America,Mexico,Kia,67864,4462,16
2015,Asia,Japan,BYD,75763,5404,7.56
2017,Oceania,New Zealand,Nissan,78553,4169,22.8
2017,North America,USA,BMW,17443,2341,5.28
2025,South America,Chile,Tesla,27331,2343,2.05
2022,Asia,India,Volkswagen,42544,9408,20.12
2015,South America,Chile,Kia,25314,5062,14.53
2019,Asia,South Korea,BMW,74086,12197,6.92
2017,South America,Brazil,Tesla,60758,8980,17.1
2016,South America,Chile,Nissan,59939,6064,19.4
2022,Africa,South Africa,BYD,75699,10975,21.27
2017,North America,Mexico,Nissan,72936,13000,7.77
2021,North America,Mexico,Kia,38855,8021,1.61
2025,Asia,India,BYD,87832,5826,13.24
2015,Oceania,New Zealand,Rivian,59889,11480,21.55
2020,Africa,South Africa,Hyundai,16284,3233,5.99
2017,North America,USA,Rivian,4183,676,11.11
2022,North America,USA,Tesla,74432,6912,7.15
2020,Africa,Egypt,Hyundai,7847,1238,1.32
2016,Europe,France,BYD,86020,12949,22.56
2020,Africa,Egypt,Volkswagen,43597,6327,4.24
2021,North America,USA,Tesla,89063,12658,19.4
2019,Oceania,New Zealand,Tesla,83633,6035,9.32
2017,Europe,France,Hyundai,56999,4934,7.66
2018,South America,Brazil,Tesla,14572,1012,23.58
2018,Africa,Egypt,BYD,12526,1233,16.77
2020,South America,Brazil,Rivian,53332,5476,17.49
2024,Europe,France,Volkswagen,41466,4105,19.23
2015,Europe,UK,Kia,31541,2907,9.18
2025,Europe,Sweden,Kia,97023,19121,14.53
2018,Asia,Japan,BYD,69534,14860,7.49
2024,Africa,Egypt,Hyundai,32756,3780,21.03
2018,Oceania,New Zealand,Nissan,15405,1710,15.38
2024,Oceania,New Zealand,BYD,90875,19884,6.84
2015,South America,Chile,Kia,68173,11915,22.59
2023,South America,Brazil,BYD,81982,8910,14.94
2018,South America,Chile,Tesla,90544,17449,12.88
2021,Africa,Egypt,Tesla,54600,6492,1.83
2017,North America,USA,BYD,81656,13661,22.84
2024,South America,Brazil,Hyundai,80859,20095,23.85
2017,Europe,UK,Nissan,71496,7887,14.5
2022,South America,Brazil,Tesla,40166,9483,11.62
2022,Europe,Germany,Kia,78758,8988,9.63
2025,Asia,China,Volkswagen,90730,14340,7.43
2015,North America,USA,Tesla,73250,10401,14.79
2024,North America,Mexico,Kia,97947,20238,4.07
2016,Africa,South Africa,Rivian,13810,859,23.06
2022,Africa,Egypt,Rivian,90091,15804,5.22
2015,Oceania,Australia,Volkswagen,80910,16354,18.89
2022,Asia,South Korea,Nissan,28443,4107,8.37
2022,Africa,South Africa,Volkswagen,32417,2303,6.43
2016,Europe,France,Tesla,55166,5459,14.39
2018,Asia,South Korea,Volkswagen,2202,409,19.36
2020,North America,Mexico,Hyundai,58373,13372,18.44
2025,Europe,Germany,Kia,20558,2761,6.61
2023,Asia,India,Tesla,41762,6768,8.93
2022,North America,Mexico,Tesla,15037,1438,21.85
2022,Africa,South Africa,BYD,78295,10369,18.36
2021,Europe,UK,Rivian,81928,9614,18.1
2023,Europe,Sweden,Hyundai,21135,3827,7.45
2016,North America,Canada,Hyundai,29044,7172,20.01
2017,Europe,Norway,BYD,66049,14046,9.6
2024,Africa,South Africa,Volkswagen,52455,4638,10.63
2022,Africa,South Africa,Kia,37808,6258,7.9
2020,Africa,South Africa,BMW,74126,4690,3.91
2024,North America,Mexico,Nissan,2669,265,11.09
2023,South America,Brazil,Rivian,10923,922,1.41
2024,South America,Chile,Hyundai,43303,5071,11.94
2018,Europe,France,Rivian,94488,17552,18.4
2022,Africa,Egypt,BMW,8517,1276,24.06
2024,Europe,Norway,Kia,44178,10451,2.89
2017,North America,Canada,Nissan,57892,5357,7.75
2017,Europe,Norway,Hyundai,33448,4108,12.86
2022,Oceania,New Zealand,Tesla,92029,10672,5.09
2019,South America,Brazil,Hyundai,77647,7546,3.8
2017,Europe,UK,Nissan,32719,8135,11.86
2024,Europe,UK,Volkswagen,31360,3996,14.94
2025,Asia,China,BMW,21563,5134,20.68
2015,Europe,UK,Rivian,48074,6158,24.95
2017,Oceania,New Zealand,Volkswagen,80101,7274,19.58
2023,South America,Chile,Tesla,24824,1833,6.31
2019,Asia,South Korea,Nissan,67322,14885,18.95
2024,North America,Canada,Kia,42166,2378,13.89
2016,North America,USA,Volkswagen,25369,6161,11.82
2021,South America,Brazil,Nissan,71664,9577,23.46
2016,North America,Mexico,Hyundai,29593,2943,17.85
2018,Oceania,Australia,Rivian,47150,8180,17.36
2021,Europe,Sweden,Kia,66696,5107,1.28
2018,South America,Brazil,BYD,48516,3125,21.76
2021,Asia,Japan,BYD,20062,4324,20.04
2021,Europe,UK,Volkswagen,69425,9367,8.17
2015,North America,Mexico,Tesla,56053,8612,8.01
2020,North America,Canada,Nissan,57779,4930,2.28
2023,Asia,South Korea,BMW,36108,2248,2.22
2016,Oceania,New Zealand,Tesla,61340,7578,17.05
2017,Asia,South Korea,Kia,11270,1704,5.47
2024,South America,Chile,Volkswagen,55961,11364,23.17
2019,Asia,South Korea,Tesla,27127,4074,21.22
2023,North America,Canada,Volkswagen,6646,1372,9.37
2018,Oceania,New Zealand,Hyundai,88981,6503,10.12
2015,Oceania,Australia,Kia,60253,3783,8.85
2018,Africa,Egypt,Rivian,90980,7439,3.22
2020,Asia,India,BMW,52579,10747,1.75
2019,South America,Brazil,Nissan,58574,11824,11.85
2015,North America,Canada,Kia,83316,6521,23.63
2018,Europe,France,Nissan,63007,3540,23.01
2020,Oceania,New Zealand,Nissan,23751,4442,20.44
2024,Asia,Japan,Tesla,95271,21060,16.09
2024,Africa,South Africa,Hyundai,32396,6505,21.55
2018,South America,Chile,Tesla,39613,3587,13.36
2023,South America,Brazil,BYD,54211,9039,5.32
2019,North America,USA,BYD,13822,2784,17.42
2022,Oceania,Australia,Nissan,8247,834,23.1
2023,North America,Mexico,Hyundai,98248,15281,1.47
2024,Africa,South Africa,Kia,59197,6682,7.03
2019,Europe,UK,Nissan,36403,3462,7.37
2020,Europe,Norway,Kia,68313,16662,3.38
2015,Europe,France,Nissan,41470,9642,6.41
2025,South America,Brazil,Rivian,67692,9418,10.22
2021,Oceania,Australia,Tesla,42707,3303,23.56
2018,North America,USA,Rivian,51312,10035,21.65
2025,North America,Canada,Nissan,32903,3327,23.7
2016,Africa,South Africa,Nissan,35031,2932,3.89
2019,Europe,Norway,Hyundai,64509,8147,1.67
2017,Oceania,New Zealand,Hyundai,15913,2481,3.64
2020,Oceania,Australia,Volkswagen,41133,2858,22.94
2022,Africa,Egypt,Kia,72946,11988,4.78
2021,Asia,Japan,Hyundai,60532,3212,14.74
2017,Oceania,Australia,Nissan,35885,8195,6.46
2022,Oceania,New Zealand,Hyundai,91540,21433,1.5
2016,North America,Canada,Hyundai,74137,14576,3.03
2024,Africa,Egypt,BMW,51078,7319,18.04
2023,Oceania,Australia,BMW,74103,7482,5.38
2018,Oceania,New Zealand,BYD,28735,5713,6.5
2015,North America,Mexico,Tesla,71244,16839,10.05
2022,Oceania,Australia,Volkswagen,80964,6615,16.77
2021,North America,Mexico,Volkswagen,76461,10946,12.26
2025,Asia,India,Tesla,28985,3276,23.67
2019,South America,Brazil,Hyundai,98559,11959,11.42
2024,North America,Canada,BYD,13682,1794,5.78
2019,North America,USA,BYD,72258,17367,13.87
2021,Oceania,New Zealand,Kia,14980,1523,11.82
2019,North America,Mexico,Volkswagen,57460,8534,19.89
2022,Africa,South Africa,BMW,51713,12426,23.44
2025,Europe,UK,BYD,63594,9234,21.07
2020,Europe,Germany,Nissan,45557,10146,10.34
2019,Asia,China,Kia,35561,2195,6.19
2023,North America,Mexico,Volkswagen,84045,20221,22.95
2025,Africa,Egypt,Hyundai,16289,1425,10.26
2016,Oceania,Australia,Nissan,99375,24444,19.48
2015,Oceania,New Zealand,Tesla,29607,2520,24.75
2022,South America,Chile,Volkswagen,26787,3719,14.86
2017,Asia,India,BMW,15514,1733,12.52
2025,Africa,South Africa,Nissan,9074,1239,17.8
2021,Africa,Egypt,Hyundai,39097,3913,5.65
2024,Oceania,New Zealand,Rivian,17967,4367,12.72
2025,South America,Chile,Nissan,43977,4887,8.5
2022,Oceania,New Zealand,Nissan,87950,15888,4.94
2020,South America,Chile,BYD,54854,4250,15.64
2024,Europe,Norway,BMW,78397,16845,14.82
2023,Africa,South Africa,Tesla,65465,10376,19.27
2021,Europe,Germany,Rivian,85917,21126,21.95
2024,Oceania,Australia,Hyundai,22380,3014,6.29
2019,Asia,India,Kia,27751,2472,19.71
2022,North America,Canada,Kia,53046,6323,9.82
2016,Asia,India,Hyundai,44516,8787,16.09
2021,Asia,China,Tesla,27389,4979,21.41
2018,North America,Canada,Hyundai,26479,5445,7.15
2023,Africa,South Africa,BYD,62016,4012,15.42
2015,Europe,Sweden,Rivian,49241,8177,12.53
2021,Europe,Norway,Kia,65535,15494,19.97
2020,Africa,South Africa,Volkswagen,57633,4125,17.73
2022,North America,USA,Kia,13860,954,19.47
2019,South America,Brazil,Volkswagen,98638,19068,7.91
2015,Asia,India,Nissan,67439,7623,17.9
2015,Oceania,New Zealand,BYD,36588,6648,15.54
2023,Europe,France,Kia,80818,12856,11.96
2024,Africa,South Africa,BYD,14520,3589,10.08
2020,Oceania,New Zealand,Rivian,7920,1804,8.96
2024,North America,Canada,BYD,89559,16623,1.23
2019,Oceania,Australia,Tesla,34137,3493,5.07
2015,Oceania,New Zealand,Kia,39710,4065,2.42
2020,Asia,Japan,Volkswagen,31953,7235,21.36
2020,North America,USA,BMW,9775,1633,21.64
2017,Oceania,Australia,Rivian,30552,6350,21.31
2022,Europe,Germany,Volkswagen,97097,13590,20.63
2015,North America,Canada,Rivian,34241,2417,6.31
2015,Europe,France,Rivian,32113,3742,12.8
2020,Africa,South Africa,Tesla,91837,7551,22.79
2024,Africa,Egypt,Tesla,48662,10042,19.23
2015,South America,Chile,Rivian,96266,18300,1.04
2020,Africa,South Africa,BYD,32699,2213,12.03
2015,Oceania,Australia,BMW,18072,3149,1.26
2020,North America,Canada,Tesla,5647,1269,7.74
2017,Africa,South Africa,BMW,3943,747,11.46
2022,Europe,France,Kia,95021,14464,22.43
2020,Oceania,Australia,BYD,71720,8059,16.71
2025,Africa,South Africa,Tesla,14095,3205,9.7
2015,Asia,India,BMW,67357,9063,12.78
2019,Europe,UK,Hyundai,15310,3384,20.62
2022,Europe,Sweden,Volkswagen,7240,1495,8.19
2017,South America,Chile,Tesla,33212,7082,15.76
2020,Asia,South Korea,Tesla,5968,1479,7.29
2019,South America,Chile,Tesla,79554,15891,12.52
2020,Africa,South Africa,BMW,13204,750,1.59
2024,Asia,China,Nissan,66474,6054,21.45
2015,Europe,Germany,Rivian,66200,3775,2.16
2021,South America,Brazil,Kia,6178,543,6.38
2023,Oceania,New Zealand,Volkswagen,65382,4072,9
2016,Asia,India,Tesla,57487,8641,16
2024,Europe,Germany,Hyundai,36605,2036,18.28
2019,North America,Canada,Hyundai,17871,2582,2.93
2024,Asia,China,Rivian,35797,8225,2.04
2018,Asia,South Korea,BYD,87032,17381,20.18
2020,Africa,Egypt,Nissan,29253,6985,18.09
2020,Oceania,New Zealand,Nissan,86265,8223,20.96
2025,Africa,Egypt,BMW,6256,977,17.24
2016,Asia,South Korea,BYD,41373,4704,19.02
2016,Asia,China,Volkswagen,61130,9093,10.1
2018,Oceania,New Zealand,BMW,25103,4052,15.16
2015,Oceania,New Zealand,BYD,23808,1362,20.33
2023,South America,Brazil,Kia,31756,3069,5.13
2021,Europe,France,Nissan,56314,10753,11.15
2021,Europe,Sweden,Volkswagen,33461,6845,18.77
2017,South America,Brazil,Kia,91203,14947,13.78
2025,Europe,Sweden,Volkswagen,52141,5431,17.36
2017,Asia,China,BMW,26933,3528,8.03
2015,South America,Chile,BYD,30231,2092,1.78
2017,South America,Chile,Nissan,6901,1660,1.7
2017,Europe,Sweden,Nissan,18945,4238,23.63
2018,North America,USA,Rivian,75918,4791,23.67
2018,Europe,Germany,Volkswagen,61512,5123,6.07
2017,Africa,Egypt,Volkswagen,72319,12020,4.54
2024,North America,Canada,Volkswagen,26470,2553,1.44
2022,South America,Brazil,Tesla,63390,15015,6.55
2022,North America,USA,Rivian,11860,2385,9.02
2015,Asia,Japan,BMW,55113,5768,6.79
2021,Oceania,New Zealand,Tesla,64857,3321,20.14
2025,North America,Mexico,Rivian,32735,6870,18.99
2016,Africa,South Africa,Volkswagen,81895,11040,2.94
2015,Oceania,Australia,Volkswagen,73635,13142,17.74
2017,Asia,South Korea,Nissan,10928,1173,13.49
2018,Africa,Egypt,BMW,47685,3746,4.17
2020,Oceania,New Zealand,BMW,69919,12939,18.75
2024,Asia,South Korea,Kia,85671,11999,3.07
2019,Oceania,Australia,Hyundai,38321,3718,5.25
2018,Oceania,New Zealand,Rivian,48501,3760,4.58
2022,Europe,UK,BYD,78160,12982,23.54
2025,Africa,Egypt,Hyundai,85434,16669,17.76
2018,Africa,South Africa,Hyundai,94098,10047,10.87
2024,North America,USA,Volkswagen,99932,19689,20.73
2016,Africa,Egypt,Nissan,40133,3476,6.18
2017,Africa,South Africa,Kia,88892,10461,23.35
2020,Oceania,Australia,BYD,14907,2966,17.73
2022,South America,Brazil,Volkswagen,18580,3382,14.43
2022,Europe,Sweden,Volkswagen,74360,7741,20.07
2025,North America,USA,Hyundai,7907,588,16.47
2023,Europe,Norway,Hyundai,40513,2369,22.29
2021,North America,USA,BMW,37933,8253,20.9
2016,Asia,Japan,Nissan,64448,4190,5.75
2022,Oceania,New Zealand,Hyundai,4720,344,6.75
2021,Africa,South Africa,BYD,62974,6142,2.56
2022,Africa,Egypt,Tesla,77767,10820,6.28
2017,South America,Brazil,Volkswagen,77216,16057,9.24
2021,Europe,Germany,Tesla,23054,2293,1.69
2024,Europe,France,Nissan,78530,12462,8.56
2023,Europe,Sweden,Tesla,77521,5277,19.52
2017,Africa,Egypt,BMW,66347,9481,21.17
2024,Europe,Sweden,BMW,93041,7957,1.21
2020,Oceania,New Zealand,BYD,26861,2477,1.17
2016,North America,Canada,Kia,81603,10067,4.51
2016,Africa,Egypt,Nissan,16480,3333,21.94
2019,Oceania,Australia,Nissan,87974,17488,12.26
2019,Asia,South Korea,Volkswagen,51248,6815,24.59
2021,Oceania,Australia,Tesla,66157,4878,22.3
2016,Oceania,New Zealand,Hyundai,34018,3610,22.36
2025,Asia,India,Hyundai,49757,7516,4.08
2021,Oceania,Australia,Kia,7434,1664,12.41
2019,North America,USA,Volkswagen,75287,18343,24.85
2020,Africa,South Africa,Hyundai,96281,17089,4.58
2022,South America,Brazil,Kia,78395,9418,14.78
2024,Asia,Japan,Rivian,13355,2519,9.26
2018,Africa,South Africa,Volkswagen,18128,2125,10.31
2021,Europe,UK,Rivian,90687,15878,22.38
2020,North America,Mexico,BYD,23749,2345,15.11
2024,South America,Brazil,Nissan,36550,3779,19.21
2016,North America,Canada,Tesla,2775,180,17.16
2022,North America,Canada,BYD,86228,11556,13.7
2024,Europe,Germany,BMW,1265,219,20
2023,South America,Brazil,BMW,54234,11267,24.3
2019,North America,Canada,BMW,83917,17796,24.2
2024,Europe,Germany,Kia,95537,23739,19.95
2018,Asia,China,Kia,38334,2589,12.7
2020,Europe,UK,Volkswagen,99293,14757,4.92
2022,Oceania,New Zealand,Nissan,27499,4242,2.07
2025,Africa,South Africa,BMW,39642,8360,6.55
2017,Europe,France,Kia,77919,8046,9.17
2024,Europe,Norway,Volkswagen,9795,625,4.12
2025,Europe,Germany,Kia,93893,10586,6.39
2025,North America,USA,Hyundai,57429,14172,3.01
2015,South America,Chile,Kia,30367,6981,13.57
2018,Europe,Sweden,BMW,6786,875,4.03
2018,Europe,Norway,BYD,26790,6034,18.83
2015,Oceania,Australia,BMW,4649,262,8.98
2023,Oceania,New Zealand,Volkswagen,60087,6780,17.13
2017,Asia,South Korea,Volkswagen,68381,13359,22.18
2019,Asia,Japan,Volkswagen,22433,2115,3.06
2020,Oceania,New Zealand,Hyundai,74806,6708,24.74
2022,South America,Chile,BMW,18582,4131,16.49
2020,Asia,Japan,Tesla,11363,1967,2.28
2017,Africa,Egypt,Hyundai,7484,1854,8.54
2020,Africa,South Africa,Nissan,55689,4284,22.27
2015,South America,Chile,BMW,93539,11339,15.31
2018,Oceania,New Zealand,Kia,38524,4324,7.89
2020,Asia,India,BYD,49930,11285,23.57
2021,Europe,France,BMW,67504,6821,19.89
2025,Oceania,New Zealand,BYD,9632,1162,18.65
2025,Asia,India,Volkswagen,35586,2795,22.32
2024,South America,Brazil,Volkswagen,14962,3068,19.47
2017,Africa,Egypt,Tesla,46849,4569,7.88
2023,South America,Brazil,Nissan,22823,1453,15.01
2021,Asia,India,Kia,18667,2557,21.21
2015,South America,Chile,Hyundai,10567,1355,5.34
2016,Asia,Japan,Rivian,56282,4813,4.91
2015,Asia,China,Rivian,62487,4793,4.82
2025,South America,Brazil,Hyundai,3726,854,5.66
2023,North America,USA,Nissan,77956,4955,3.48
2023,Europe,France,Tesla,26061,1820,21.1
2021,Oceania,New Zealand,Tesla,37238,3686,20.64
2024,Africa,South Africa,Volkswagen,76294,18353,4.63
2017,Europe,France,BMW,32155,2156,17.93
2019,Oceania,Australia,Tesla,19354,4126,16.05
2018,Oceania,Australia,BMW,55546,12687,7.63
2021,Africa,South Africa,BYD,49175,6175,6.46
2023,Europe,UK,Nissan,86214,9378,7.01
2016,Africa,Egypt,BYD,85311,15823,18.54
2022,Asia,South Korea,Rivian,75911,14463,8.66
2023,Africa,South Africa,BYD,44633,9194,7.67
2024,South America,Brazil,BYD,36415,7869,1.54
2024,North America,Canada,BYD,63888,6623,22.8
2023,North America,USA,Hyundai,78289,14670,19.06
2024,North America,Canada,Tesla,29237,2250,12.35
2021,Europe,France,Nissan,8401,1278,23.63
2023,Europe,UK,Rivian,83594,14426,8.04
2023,Asia,South Korea,Rivian,85369,7029,17.19
2017,North America,Mexico,Nissan,10501,685,8.32
2018,Asia,Japan,Rivian,91048,8098,8.55
2016,North America,Mexico,Rivian,95497,12807,21.27
2024,Europe,Norway,Kia,32311,7352,19.89
2017,South America,Chile,BYD,99038,15487,8.06
2025,South America,Brazil,Rivian,96446,19260,2.95
2025,South America,Chile,Nissan,59989,5088,9.58
2019,Africa,South Africa,Volkswagen,38396,2733,19.24
2019,South America,Brazil,BMW,95634,9364,3.41
2020,Oceania,New Zealand,Nissan,61419,6926,17.13
2021,North America,Canada,Volkswagen,41427,6612,22.35
2021,South America,Chile,BYD,99030,22405,5.3
2015,Oceania,Australia,Nissan,96484,13046,21.69
2016,Oceania,Australia,Tesla,32830,5047,2.23
2023,Oceania,New Zealand,BYD,72196,3676,17.01
2024,Asia,Japan,Hyundai,44070,2497,19.98
2016,Asia,China,Rivian,27351,1825,11.67
2020,Oceania,Australia,Volkswagen,21685,4115,5.89
2025,Africa,Egypt,Tesla,76043,11196,23.19
2025,South America,Chile,Nissan,71393,6324,1.48
2015,North America,Canada,Hyundai,57200,9639,14.32
2017,Africa,South Africa,Kia,83830,13322,9.95
2016,Europe,France,Rivian,70800,4797,12.07
2017,Asia,China,Tesla,80625,14357,13.88
2019,South America,Brazil,Kia,61223,12454,13.83
2025,South America,Brazil,BMW,10537,1130,5.89
2024,Europe,UK,Tesla,34605,6488,17.31
2020,Europe,UK,Hyundai,5920,532,1.46
2023,South America,Chile,Kia,82537,16618,1.51
2025,Europe,Norway,BMW,10279,2388,12.48
2024,South America,Chile,Rivian,11944,1652,14.01
2018,Africa,Egypt,Kia,91154,9017,7.6
2021,Europe,Norway,Nissan,67562,8771,14.24
2020,Africa,Egypt,BYD,45027,4503,13.39
2016,Africa,South Africa,Rivian,73123,3674,9.38
2024,Europe,Sweden,Kia,9293,1673,16.64
2025,South America,Brazil,Nissan,36882,2157,23.99
2025,Oceania,Australia,BYD,2649,243,12.78
2025,South America,Brazil,BYD,85721,16671,19.87
2022,North America,Canada,Hyundai,41847,7664,6.94
2021,Europe,UK,Volkswagen,53332,3448,19.29
2021,Asia,Japan,BMW,92214,16783,16.57
2022,Europe,Norway,Volkswagen,80051,18901,16.35
2025,North America,Mexico,Rivian,20166,1308,22.43
2015,Africa,South Africa,BMW,3196,425,6.6
2015,Asia,India,Tesla,32673,6400,9.84
2022,Asia,South Korea,Nissan,13126,2409,2.99
2018,South America,Brazil,Hyundai,47787,4554,18.43
2019,Oceania,Australia,Kia,53803,4444,21.25
2022,South America,Chile,Nissan,81350,16827,10.74
2019,Asia,China,Kia,45293,10926,9.56
2024,Asia,India,Volkswagen,31791,6469,16.81
2018,Oceania,Australia,Rivian,46707,11333,2.81
2020,Europe,Norway,Kia,33984,5811,8.05
2019,Oceania,Australia,Volkswagen,88265,20814,9.79
2021,Africa,Egypt,Volkswagen,6258,1177,13.45
2024,South America,Brazil,Kia,64995,15064,12.44
2021,Europe,Germany,Tesla,32751,2695,6.01
2018,South America,Chile,Volkswagen,53307,11360,13.98
2019,Oceania,Australia,Tesla,97869,8744,23.22
2017,Europe,Norway,Hyundai,77219,4284,1.65
2018,Oceania,New Zealand,Tesla,81116,12452,17.33
2018,Africa,South Africa,Hyundai,52274,5940,15.99
2017,North America,Canada,Tesla,75115,4409,23.19
2024,Asia,India,BMW,86762,21348,16.49
2019,Europe,Germany,Hyundai,52141,9557,16
2019,Asia,South Korea,BMW,18806,4332,19.48
2025,North America,Canada,Volkswagen,72314,18065,7.43
2021,Europe,France,BMW,57767,7416,15.3
2018,Asia,India,Rivian,57701,5824,13.47
2018,Asia,South Korea,Hyundai,37297,3236,11.52
2023,Europe,UK,Nissan,3563,545,2.91
2020,Asia,Japan,Volkswagen,43647,7473,8.02
2018,Asia,China,Volkswagen,59327,8571,7.72
2016,Europe,UK,BYD,69928,8912,18.38
2020,Asia,India,Rivian,84157,7040,23.1
2016,Asia,China,Tesla,21104,2920,6.54
2019,South America,Brazil,Kia,26984,1809,2.79
2020,Africa,South Africa,Tesla,42830,9551,25
2018,South America,Brazil,Kia,59821,3552,17.59
2017,North America,Canada,Nissan,49627,6259,22.28
2021,South America,Chile,BYD,16328,1143,4.45
2016,South America,Brazil,Nissan,5457,1118,20.22
2025,North America,USA,BYD,19171,2157,20.52
2020,Asia,India,Hyundai,59080,4290,4.64
2018,Asia,Japan,Hyundai,97339,15213,4.87
2020,South America,Brazil,Kia,59050,13773,8.09
2018,North America,USA,BMW,74732,17317,6.2
2018,Asia,Japan,BMW,78848,7879,24.41
2018,Oceania,New Zealand,Kia,75631,14667,9.71
2023,Europe,Germany,Rivian,75995,4260,19.27
2021,Europe,France,Hyundai,15883,1212,20.32
